序号,字,拼音,组词1,组词1拼音,组词2,组词2拼音,备注
1796,傲,ào,傲慢,ào màn,高傲,gāo ào,
1797,赤,chì,赤道,chì dào,赤字,chì zì,
1798,滩,tān,海滩,hǎi tān,沙滩,shā tān,
1799,晶,jīng,水晶,shuǐ jīng,结晶,jié jīng,
1800,菌,jūn / jùn,细菌,xì jūn,真菌,zhēn jūn,
1801,斤,jīn,公斤,gōng jīn,一斤,yī jīn,
1802,姿,zī,姿势,zī shì,姿态,zī tài,
1803,铺,pù / pū,店铺,diàn pù,铺设,pū shè,
1804,厨,chú,厨房,chú fáng,厨师,chú shī,
1805,涵,hán,内涵,nèi hán,涵盖,hán gài,
1806,糊,hú / hū / hù,模糊,mó hú,含糊,hán hú,
1807,霸,bà,霸权,bà quán,争霸,zhēng bà,
1808,恒,héng,永恒,yǒng héng,恒星,héng xīng,
1809,宙,zhòu,宇宙,yǔ zhòu,宇宙观,yǔ zhòu guān,
1810,瞧,qiáo,瞧瞧,qiáo qiáo,瞧不起,qiáo bù qǐ,
1811,奈,nài,无奈,wú nài,奈特,nài tè,
1812,嫁,jià,嫁给,jià gěi,出嫁,chū jià,
1813,漠,mò,沙漠,shā mò,冷漠,lěng mò,
1814,抑,yì,抑制,yì zhì,压抑,yā yì,
1815,埋,mái / mán,掩埋,yǎn mái,活埋,huó mái,
1816,凤,fèng,楼凤,lóu fèng,龙凤,lóng fèng,
1817,葬,zàng,葬礼,zàng lǐ,埋葬,mái zàng,
1818,涂,tú,糊涂,hú tú,涂料,tú liào,
1819,踏,tà / tā,踏上,tà shàng,践踏,jiàn tà,
1820,伐,fá,步伐,bù fá,讨伐,tǎo fá,
1821,峡,xiá,海峡,hǎi xiá,峡谷,xiá gǔ,
1822,贩,fàn,贩卖,fàn mài,贩毒,fàn dú,
1823,谐,xié,和谐,hé xié,谐音,xié yīn,
1824,呆,dāi,呆子,dāi zi,惊呆,jīng dāi,
1825,押,yā,关押,guān yā,抵押,dǐ yā,
1826,携,xié,携带,xié dài,携手,xié shǒu,
1827,衰,shuāi / cuī,衰退,shuāi tuì,衰落,shuāi luò,
1828,擦,cā,摩擦,mó cā,擦亮,cā liàng,
1829,怨,yuàn,抱怨,bào yuàn,埋怨,mán yuàn,
1830,凉,liáng / liàng,凉爽,liáng shuǎng,清凉,qīng liáng,
1831,甸,diàn,缅甸,miǎn diān,草甸,cǎo diān,
1832,舆,yú,舆论,yú lùn,舆情,yú qíng,
1833,锡,xī,锡矿,xī kuàng,锡纸,xī zhǐ,
1834,挤,jǐ,拥挤,yōng jǐ,排挤,pái jǐ,
1835,纲,gāng,纲领,gāng lǐng,大纲,dà gāng,
1836,狠,hěn,狠狠,hěn hěn,凶狠,xiōng hěn,
1837,拨,bō,拨款,bō kuǎn,拨打,bō dǎ,
1838,遣,qiǎn,派遣,pài qiǎn,遣返,qiǎn fǎn,
1839,蹈,dǎo,舞蹈,wǔ dǎo,重蹈,zhòng dǎo,
1840,桑,sāng,桑拿,sāng ná,桑巴,sāng bā,
1841,肌,jī,肌肉,jī ròu,肌肤,jī fū,
1842,憾,hàn,遗憾,yí hàn,缺憾,quē hàn,
1843,寓,yù,公寓,gōng yù,寓意,yù yì,
1844,醉,zuì,喝醉,hē zuì,麻醉,má zuì,
1845,愚,yú,愚蠢,yú chǔn,愚弄,yú nòng,
1846,函,hán,函数,hán shù,信函,xìn hán,
1847,淘,táo,淘气,táo qì,淘金,táo jīn,
1848,伏,fú,起伏,qǐ fú,潜伏,qián fú,
1849,徐,xú,徐徐,xú xú,徐行,xú xíng,
1850,铜,tóng,铜牌,tóng pái,青铜,qīng tóng,
1851,紫,zǐ,紫色,zǐ sè,紫外线,zǐ wài xiàn,
1852,瞭,liào,瞭解,liǎo jiě,瞭望,liào wàng,
1853,摧,cuī,摧毁,cuī huǐ,摧残,cuī cán,
1854,棋,qí,棋牌,qí pái,围棋,wéi qí,
1855,鼠,shǔ,老鼠,lǎo shǔ,鼠标,shǔ biāo,
1856,璃,lí,玻璃,bō lí,玻璃杯,bō lí bēi,
1857,妥,tuǒ,妥协,tuǒ xié,妥善,tuǒ shàn,
1858,滋,zī,滋味,zī wèi,艾滋病,ài zī bìng,
1859,夸,kuā,夸张,kuā zhāng,夸大,kuā dà,
1860,悬,xuán,悬挂,xuán guà,悬殊,xuán shū,
1861,陵,líng,陵墓,líng mù,陵园,líng yuán,
1862,寨,zhài,山寨,shān zhài,大寨,dà zhài,
1863,爵,jué,爵士,jué shì,伯爵,bó jué,
1864,罕,hǎn,罕见,hǎn jiàn,罕有,hán yǒu,
1865,祈,qí,祈求,qí qiú,祈福,qí fú,
1866,竹,zhú,竹子,zhú zi,竹林,zhú lín,
1867,拘,jū,拘留,jū liú,拘捕,jū bǔ,
1868,耻,chǐ,耻辱,chǐ rǔ,无耻,wú chǐ,
1869,寒,hán,寒冷,hán lěng,寒冬,hán dōng,
1870,劣,liè,恶劣,è liè,劣势,liè shì,
1871,柱,zhù,支柱,zhī zhù,柱子,zhù zi,
1872,逆,nì,逆转,nì zhuǎn,叛逆,pàn nì,
1873,贼,zéi,盗贼,dào zéi,海贼,hǎi zéi,
1874,畅,chàng,畅销,chàng xiāo,流畅,liú chàng,
1875,挣,zhēng / zhèng,挣扎,zhēng zhá,挣钱,zhèng qián,
1876,裸,luǒ,裸体,luó tǐ,裸露,luǒ lù,
1877,柏,bǎi / bó / bò,柏林,bó lín,柏油,bǎi yóu,
1878,凝,níng,凝聚,níng jù,混凝土,hùn níng tǔ,
1879,扭,niǔ,扭曲,niǔ qū,扭转,niú zhuǎn,
1880,契,qì,契约,qì yuē,契机,qì jī,
1881,妖,yāo,妖精,yāo jīng,妖怪,yāo guài,
1882,坑,kēng,坑洞,kēng dòng,坑人,kēng rén,
1883,杉,shān,云杉,yún shān,水杉,shuǐ shān,
1884,爬,pá,爬行,pá xíng,爬山,pá shān,
1885,剪,jiǎn,剪辑,jiǎn jí,剪刀,jiǎn dāo,
1886,浦,pǔ,帮浦,bāng pǔ,泵浦,bèng pǔ,
1887,胖,pàng / pán,胖子,pàng zi,肥胖,féi pàng,
1888,狮,shī,狮子,shī zi,雄狮,xióng shī,
1889,唤,huàn,召唤,zhào huàn,呼唤,hū huàn,
1890,掘,jué,发掘,fā jué,挖掘,wā jué,
1891,辉,huī,光辉,guāng huī,辉石,huī shí,
1892,兑,duì,兑换,duì huàn,兑现,duì xiàn,
1893,谊,yì,友谊,yǒu yì,联谊,lián yì,
1894,贺,hè,祝贺,zhù hè,庆贺,qìng hè,
1895,羞,xiū,羞辱,xiū rǔ,害羞,hài xiū,
1896,蛇,shé / yí,毒蛇,dú shé,眼镜蛇,yǎn jìng shé,
1897,炉,lú,出炉,chū lú,火炉,huǒ lú,
1898,疏,shū,疏散,shū sàn,疏忽,shū hū,
1899,崩,bēng,崩坏,bēng huài,崩盘,bēng pán,
1900,岭,lǐng / líng,山岭,shān lǐng,分水岭,fēn shuí lǐng,
1901,匹,pǐ,匹配,pǐ pèi,一匹,yì pǐ,
1902,芬,fēn,芬兰,fēn lán,芬尼,fēn ní,
1903,庞,páng,庞大,páng dà,脸庞,liǎn páng,
1904,宏,hóng,宏观,hóng guān,宏伟,hóng wěi,
1905,锅,guō,锅炉,guō lú,火锅,huǒ guō,
1906,披,pī,披露,pī lù,披萨,pī sà,
1907,赠,zèng,捐赠,juān zèng,赠送,zèng sòng,
1908,杆,gān / gǎn,栏杆,lán gān,杆菌,gǎn jūn,
1909,蛮,mán,野蛮,yě mán,蛮横,mán hèng,
1910,祷,dǎo,祈祷,qí dǎo,祷告,dǎo gào,
1911,讼,sòng,诉讼,sù sòng,诉讼法,sù sòng fǎ,
1912,悔,huǐ,后悔,hòu huǐ,悔恨,huǐ hèn,
1913,硕,shuò,硕士,shuò shì,丰硕,fēng shuò,
1914,欠,qiàn,欠缺,qiàn quē,拖欠,tuō qiàn,
1915,虐,nüè,虐待,nüè dài,暴虐,bào nüè,
1916,浅,qiǎn / jiān,肤浅,fū qiǎn,浅薄,qiǎn bó,
1917,艘,sōu,一艘,yī sōu,两艘,liǎng sōu,
1918,蜜,mì,甜蜜,tián mì,蜜月,mì yuè,
1919,幽,yōu,幽默,yōu mò,幽灵,yōu líng,
1920,逝,shì,逝世,shì shì,逝去,shì qù,
1921,串,chuàn,一连串,yī lián chuàn,一串,yī chuàn,
1922,夹,jiā / gā / jiá,夹击,jiā jī,夹克,jiá kè,
1923,祸,huò,车祸,chē huò,祸害,huò hài,
1924,齿,chǐ,牙齿,yá chǐ,齿轮,chǐ lún,
1925,壳,ké / qiào,外壳,wài ké,贝壳,bèi ké,
1926,沈,shěn,沈阳市,shěn yáng shì,沈从文,shěn cóng wén,
1927,秦,qín,秦艽,qín jiāo,,,
1928,棉,mián,棉花,mián huā,石棉,shí mián,
1929,膜,mó,面膜,miàn mó,薄膜,báo mó,
1930,拯,zhěng,拯救,zhěng jiù,,,
1931,滴,dī,一滴,yī dī,点滴,diǎn dī,
1932,辨,biàn,分辨,fēn biàn,辨别,biàn bié,
1933,泊,pō / bó,湖泊,hú pō,尼泊尔,ní pō ěr,
1934,撰,zhuàn,撰写,zhuàn xiě,撰文,zhuàn wén,
1935,冻,dòng,冻结,dòng jié,冷冻,lěng dòng,
1936,屿,yǔ,岛屿,dǎo yǔ,,,
1937,弥,mí,弥补,mí bǔ,弥漫,mí màn,
1938,摘,zhāi,摘要,zhāi yào,摘自,zhāi zì,
1939,吵,chǎo,吵架,chǎo jià,争吵,zhēng chǎo,
1940,碑,bēi,纪念碑,jì niàn bēi,墓碑,mù bēi,
1941,枚,méi,一枚,yī méi,两枚,liǎng méi,
1942,蒋,jiǎng,蒋介石,jiǎng jiè shí,,,
1943,侣,lǚ,情侣,qíng lǚ,伴侣,bàn lǚ,
1944,尘,chén,灰尘,huī chén,尘埃,chén āi,
1945,阔,kuò,广阔,guǎng kuò,开阔,kāi kuò,
1946,浴,yù,浴室,yù shì,浴池,yù chí,
1947,陶,táo,陶器,táo qì,陶醉,táo zuì,
1948,滥,làn,滥用,làn yòng,泛滥,fàn làn,
1949,侠,xiá,武侠,wǔ xiá,大侠,dà xiá,
1950,雾,wù,烟雾,yān wù,迷雾,mí wù,
1951,鼻,bí,鼻子,bí zi,鼻孔,bí kǒng,
1952,宠,chǒng,宠物,chǒng wù,宠爱,chǒng ài,
1953,朵,duǒ,耳朵,ěr duǒ,花朵,huā duǒ,
1954,慎,shèn,慎重,shèn zhòng,审慎,shěn shèn,
1955,眠,mián,睡眠,shuì mián,失眠,shī mián,
1956,昂,áng,昂贵,áng guì,高昂,gāo áng,
1957,肩,jiān,肩上,jiān shàng,肩负,jiān fù,
1958,粒,lì,粒子,lì zi,颗粒,kē lì,
1959,灌,guàn,灌输,guàn shū,灌木,guàn mù,
1960,秩,zhì,秩序,zhì xù,,,
1961,稀,xī,稀有,xī yǒu,稀少,xī shǎo,
1962,丛,cóng,丛林,cóng lín,丛书,cóng shū,
1963,谨,jǐn,谨慎,jǐn shèn,严谨,yán jǐn,
1964,诈,zhà,诈骗,zhà piàn,欺诈,qī zhà,
1965,溃,kuì / huì,崩溃,bēng kuì,击溃,jī kuì,
1966,瑟,sè,瑟夫,sè fū,瑟瑟,sè sè,
1967,劝,quàn,劝说,quàn shuō,劝告,quàn gào,
1968,渴,kě,渴望,kě wàng,渴求,kě qiú,
1969,纺,fǎng,纺织,fǎng zhī,纺织品,fǎng zhī pǐn,
1970,淫,yín,卖淫,mài yín,淫荡,yín dàng,
1971,帽,mào,帽子,mào zi,草帽,cǎo mào,
1972,踢,tī,踢球,tī qiú,踢腿,tī tuǐ,
1973,饼,bǐng,饼干,bǐng gān,月饼,yuè bǐng,
1974,盈,yíng,盈利,yíng lì,盈余,yíng yú,
1975,盲,máng,盲目,máng mù,文盲,wén máng,
1976,辣,là,辣妹,là mèi,麻辣,má là,
1977,骄,jiāo,骄傲,jiāo ào,骄阳,jiāo yáng,
1978,逾,yú,逾期,yú qī,逾越,yú yuè,
1979,颇,pō,颇具,pǒ jù,颇为,pǒ wèi,
1980,窝,wō,被窝,bèi wō,窝藏,wō cáng,
1981,腰,yāo,腰带,yāo dài,撑腰,chēng yāo,
1982,匈,xiōng,匈牙利,xiōng yá lì,,,
1983,脆,cuì,脆弱,cuì ruò,干脆,gān cuì,
1984,狐,hú,搜狐,sōu hú,火狐,huǒ hú,
1985,肚,dù / dǔ,肚子,dǔ zi,肚皮,dù pí,
1986,涌,yǒng / chōng,涌现,yǒng xiàn,涌入,yǒng rù,
1987,盒,hé,盒子,hé zi,一盒,yī hé,
1988,腹,fù,腹部,fù bù,腹地,fù dì,
1989,扯,chě,牵扯,qiān chě,胡扯,hú chě,
1990,愉,yú,愉快,yú kuài,欢愉,huān yú,
1991,戈,gē,戈登,gē dēng,探戈,tàn gē,
1992,躺,tǎng,横躺,héng tǎng,躺倒,táng dǎo,
1993,吞,tūn,吞并,tūn bìng,侵吞,qīn tūn,
1994,罩,zhào,口罩,kǒu zhào,胸罩,xiōng zhào,
1995,慕,mù,爱慕,ài mù,仰慕,yǎng mù,
1996,堪,kān,不堪,bù kān,难堪,nán kān,
1997,郁,yù,忧郁,yōu yù,抑郁,yì yù,
1998,擅,shàn,擅长,shàn cháng,擅自,shàn zì,
1999,扑,pū,扑克,pū kè,扑灭,pū miè,
2000,烤,kǎo,烧烤,shāo kǎo,烤肉,kǎo ròu,
2001,饱,bǎo,温饱,wēn bǎo,饱受,bǎo shòu,
2002,柴,chái,柴油机,chái yóu jī,柴油,chái yóu,
2003,臭,chòu / xiù,恶臭,è chòu,臭味,chòu wèi,
2004,咬,yǎo,咬伤,yǎo shāng,咬牙,yǎo yá,
2005,窃,qiè,盗窃,dào qiè,窃取,qiè qǔ,
2006,吊,diào,吊销,diào xiāo,上吊,shàng diào,
2007,屈,qū,屈服,qū fú,委屈,wěi qū,
2008,斥,chì,排斥,pái chì,充斥,chōng chì,
2009,郊,jiāo,郊区,jiāo qū,郊外,jiāo wài,
2010,碳,tàn,碳酸,tàn suān,碳化,tàn huà,
2011,誓,shì,宣誓,xuān shì,发誓,fā shì,
2012,募,mù,招募,zhāo mù,募集,mù jí,
2013,叹,tàn,感叹,gǎn tàn,叹息,tàn xī,
2014,孟,mèng,孟浪,mèng làng,孟婆汤,mèng pó tāng,
2015,壤,rǎng,土壤,tǔ rǎng,接壤,jiē rǎng,
2016,匿,nì,匿名,nì míng,隐匿,yǐn nì,
2017,妆,zhuāng,化妆,huà zhuāng,化妆品,huà zhuāng pǐn,
2018,卓,zhuó,卓越,zhuó yuè,卓著,zhuó zhù,
2019,勃,bó,勃起,bó qǐ,勃勃,bó bó,
2020,郭,guō,城郭,chéng guō,郭城,guō chéng,
2021,喂,wèi,喂养,wèi yǎng,喂食,wèi shí,
2022,渠,qú / jù,渠道,qú dào,沟渠,gōu qú,
2023,框,kuàng,框架,kuāng jià,边框,biān kuāng,
2024,勾,gōu / gòu,勾结,gōu jié,勾引,gōu yǐn,
2025,畜,chù / xù,牲畜,shēng chù,畜生,chù sheng,
2026,谴,qiǎn,谴责,qiǎn zé,,,
2027,莲,lián,莲花,lián huā,红莲,hóng lián,
2028,讽,fěng,讽刺,fěng cì,反讽,fǎn fěng,
2029,恭,gōng,恭喜,gōng xǐ,恭敬,gōng jìng,
2030,阐,chǎn,阐述,chǎn shù,阐明,chǎn míng,
2031,呵,hē / ā,呵呵,hē hē,呵护,hē hù,
2032,夕,xī,前夕,qián xī,夕阳,xī yáng,
2033,芝,zhī,芝加哥,zhī jiā gē,芝麻,zhī má,
2034,穴,xué,洞穴,dòng xué,墓穴,mù xué,
2035,胀,zhàng,通胀,tōng zhàng,通胀率,tōng zhàng lǜ,
2036,痕,hén,痕迹,hén jì,伤痕,shāng hén,
2037,舌,shé,舌头,shé tou,口舌,kǒu shé,
2038,捉,zhuō,捕捉,bǔ zhuō,活捉,huó zhuō,
2039,辟,pì / bì,开辟,kāi pì,复辟,fù bì,
2040,柜,guì / jǔ,柜台,guì tái,衣柜,yī guì,
2041,祥,xiáng,吉祥,jí xiáng,不祥,bù xiáng,
2042,轴,zhóu / zhòu,轴承,zhóu chéng,主轴,zhǔ zhóu,
2043,瞬,shùn,瞬间,shùn jiān,一瞬间,yī shùn jiān,
2044,悟,wù,觉悟,jué wù,领悟,lǐng wù,
2045,哀,āi,悲哀,bēi āi,哀伤,āi shāng,
2046,锐,ruì,尖锐,jiān ruì,敏锐,mǐn ruì,
2047,丘,qiū,丘陵,qiū líng,山丘,shān qiū,
2048,敲,qiāo,敲门,qiāo mén,敲诈,qiāo zhà,
2049,佣,yōng / yòng,雇佣,gù yōng,女佣,nǚ yōng,
2050,旺,wàng,旺盛,wàng shèng,兴旺,xīng wàng,
2051,贾,jiǎ / gǔ,商贾,shāng gǔ,,,
2052,亩,mǔ,万亩,wàn mǔ,英亩,yīng mǔ,
2053,弯,wān,弯曲,wān qū,转弯,zhuǎn wān,
2054,缴,jiǎo,缴纳,jiǎo nà,缴费,jiǎo fèi,
2055,恼,nǎo,烦恼,fán nǎo,苦恼,kǔ nǎo,
2056,晒,shài,防晒,fáng shài,晒太阳,shài tài yáng,
2057,辐,fú,辐射,fú shè,核辐射,hé fú shè,
2058,驳,bó,反驳,fǎn bó,驳回,bó huí,
2059,坠,zhuì,坠毁,zhuì huǐ,坠落,zhuì luò,
2060,肿,zhǒng,肿胀,zhǒng zhàng,水肿,shuǐ zhǒng,
2061,抬,tái,抬头,tái tóu,抬起,tái qǐ,
2062,谣,yáo,谣言,yáo yán,民谣,mín yáo,
2063,笼,lóng / lǒng,灯笼,dēng lóng,笼罩,lǒng zhào,
2064,催,cuī,催眠,cuī mián,催化,cuī huà,
2065,侨,qiáo,华侨,huá qiáo,侨民,qiáo mín,
2066,忌,jì,禁忌,jìn jì,顾忌,gù jì,
2067,脂,zhī,油脂,yóu zhī,树脂,shù zhī,
2068,耕,gēng,耕地,gēng dì,耕作,gēng zuò,
2069,廊,láng,走廊,zǒu láng,画廊,huà láng,
2070,曹,cáo,曹操,cáo cāo,阴曹,yīn cáo,
2071,姨,yí,阿姨,ā yí,姨妈,yí mā,
2072,砍,kǎn,砍掉,kǎn diào,砍伐,kǎn fá,
2073,椅,yǐ,椅子,yǐ zi,轮椅,lún yǐ,
2074,悦,yuè,喜悦,xǐ yuè,愉悦,yú yuè,
2075,炒,chǎo,炒作,chǎo zuò,炒股,chǎo gǔ,
2076,肠,cháng,肠道,cháng dào,香肠,xiāng cháng,
2077,悠,yōu,悠久,yōu jiǔ,悠闲,yōu xián,
2078,斑,bān,斑点,bān diǎn,斑马,bān mǎ,
2079,嫩,nèn,白嫩,bái nèn,细嫩,xì nèn,
2080,溪,xī,溪流,xī liú,小溪,xiǎo xī,
2081,痴,chī,白痴,bái chī,痴迷,chī mí,
2082,谅,liàng,原谅,yuán liàng,谅解,liàng jiě,
2083,涯,yá,生涯,shēng yá,天涯,tiān yá,
2084,砸,zá,搞砸,gǎo zá,砸烂,zá làn,
2085,羽,yǔ,羽毛,yǔ máo,羽毛球,yǔ máo qiú,
2086,寂,jì,寂静,jì jìng,沉寂,chén jì,
2087,纤,xiān / qiàn,纤维,xiān wéi,光纤,guāng xiān,
2088,惹,rě,惹恼,rě nǎo,惹怒,rě nù,
2089,鹰,yīng,老鹰,lǎo yīng,猎鹰,liè yīng,
2090,拦,lán,拦截,lán jié,拦住,lán zhù,
2091,陌,mò,陌生,mò shēng,陌生人,mò shēng rén,
2092,冈,gāng,山冈,shān gāng,,,
2093,垄,lǒng,垄断,lǒng duàn,反垄断,fǎn lǒng duàn,
2094,趁,chèn,趁机,chèn jī,趁着,chèn zhe,
2095,臂,bì,手臂,shǒu bì,双臂,shuāng bì,
2096,缝,fèng / féng,裂缝,liè fèng,裁缝,cái féng,
2097,坊,fāng / fáng,街坊,jiē fāng,作坊,zuō fang,
2098,碗,wǎn,一碗,yī wǎn,饭碗,fàn wǎn,
2099,履,lǚ,履行,lǚ xíng,履历,lǚ lì,
2100,扔,rēng,扔掉,rēng diào,扔下,rēng xià,
2101,闯,chuǎng,闯入,chuǎng rù,闯进,chuǎng jìn,
2102,肺,fèi,肺炎,fèi yán,肺癌,fèi ái,
2103,摔,shuāi,摔倒,shuāi dǎo,摔角,shuāi jiǎo,
2104,囚,qiú,囚犯,qiú fàn,囚禁,qiú jìn,
2105,辜,gū,无辜,wú gū,辜负,gū fù,
2106,妨,fáng,妨碍,fáng ài,不妨,bù fáng,
2107,哎,āi,哎呀,āi yā,哎哟,āi yō,
2108,悄,qiāo / qiǎo,悄悄,qiāo qiāo,悄然,qiǎo rán,
2109,乙,yǐ,乙方,yǐ fāng,乙酸,yǐ suān,
2110,叉,chā / chá / chǎ,交叉,jiāo chā,分叉,fēn chà,
2111,斜,xié,倾斜,qīng xié,斜坡,xié pō,
2112,咪,mī,妈咪,mā mī,猫咪,māo mī,
2113,拾,shí / shè,收拾,shōu shí,重拾,zhòng shí,
2114,矩,jǔ,规矩,guī jǔ,矩阵,jǔ zhèn,
2115,垂,chuí,垂直,chuí zhí,下垂,xià chuí,
2116,妓,jì,妓女,jì nǚ,妓院,jì yuàn,
2117,胃,wèi,胃口,wèi kǒu,肠胃,cháng wèi,
2118,煮,zhǔ,煮饭,zhǔ fàn,煮熟,zhǔ shú,
2119,卑,bēi,自卑,zì bēi,卑劣,bēi liè,
2120,饥,jī,饥饿,jī è,饥荒,jī huāng,
2121,擎,qíng,引擎,yǐn qíng,引擎盖,yǐn qíng gài,
2122,宴,yàn,宴会,yàn huì,晚宴,wǎn yàn,
2123,卧,wò,卧室,wò shì,卧底,wò dǐ,
2124,岳,yuè,岳父,yuè fù,岳母,yuè mǔ,
2125,堵,dǔ,堵塞,dǔ sè,堵住,dǔ zhù,
2126,抹,mǒ / mā / mò,抹黑,mǒ hēi,涂抹,tú mǒ,
2127,枝,zhī,树枝,shù zhī,枪枝,qiāng zhī,
2128,爹,diē,老爹,lǎo diē,干爹,gān diē,
2129,贿,huì,受贿,shòu huì,行贿,xíng huì,
2130,绳,shéng,绳子,shéng zi,绳索,shéng suǒ,
2131,裕,yù,富裕,fù yù,充裕,chōng yù,
2132,酬,chóu,报酬,bào chóu,薪酬,xīn chóu,
2133,跪,guì,跪下,guì xià,下跪,xià guì,
2134,昏,hūn,昏迷,hūn mí,黄昏,huáng hūn,
2135,蓄,xù,储蓄,chǔ xù,蓄意,xù yì,
2136,艳,yàn,惊艳,jīng yàn,鲜艳,xiān yàn,
2137,慌,huāng,恐慌,kǒng huāng,惊慌,jīng huāng,
2138,兔,tù,兔子,tù zi,野兔,yě tù,
2139,龟,guī / jūn / qiū,乌龟,wū guī,海龟,hǎi guī,
2140,铃,líng,铃声,líng shēng,门铃,mén líng,
2141,裙,qún,裙子,qún zi,短裙,duǎn qún,
2142,疲,pí,疲劳,pí láo,疲软,pí ruǎn,
2143,衷,zhōng,热衷,rè zhōng,初衷,chū zhōng,
2144,帜,zhì,旗帜,qí zhì,标帜,biāo zhì,
2145,桶,tǒng,马桶,mǎ tǒng,垃圾桶,lā jī tǒng,
2146,衔,xián,头衔,tóu xián,衔接,xián jiē,
2147,傅,fù,师傅,shī fù,,,
2148,沦,lún,沦为,lún wèi,沦陷,lún xiàn,
2149,鸣,míng,共鸣,gòng míng,雷鸣,léi míng,
2150,琳,lín,琳娜,lín nà,玛德琳,mǎ dé lín,
2151,晕,yūn / yùn,头晕,tóu yūn,晕倒,yūn dǎo,
2152,鸭,yā,鸭子,yā zi,烤鸭,kǎo yā,
2153,蒸,zhēng,蒸汽,zhēng qì,蒸发,zhēng fā,
2154,赐,cì,赐予,cì yǔ,恩赐,ēn cì,
2155,闷,mèn / mēn,郁闷,yù mèn,纳闷,nà mèn,
2156,鹿,lù,鹿角,lù jiǎo,雄鹿,xióng lù,
2157,溶,róng,溶液,róng yè,溶解,róng jiě,
2158,懒,lǎn,懒得,lǎn de,懒散,lán sǎn,
2159,歇,xiē,停歇,tíng xiē,间歇,jiàn xiē,
2160,蜂,fēng,蜂蜜,fēng mì,蜜蜂,mì fēng,
2161,笨,bèn,笨蛋,bèn dàn,笨重,bèn zhòng,
2162,扇,shàn / shān,风扇,fēng shàn,一扇,yī shàn,
2163,厘,lí,厘米,lí mǐ,公厘,gōng lí,
2164,舔,tiǎn,舔阴,tiǎn yīn,,,
2165,媳,xí,媳妇,xí fù,儿媳,ér xí,
2166,萝,luó,萝莉,luó lì,萝莉控,luó lì kòng,
2167,乖,guāi,乖乖,guāi guāi,乖巧,guāi qiǎo,
2168,僵,jiāng,僵尸,jiāng shī,僵局,jiāng jú,
2169,晰,xī,清晰,qīng xī,明晰,míng xī,
2170,瞒,mán,隐瞒,yǐn mán,欺瞒,qī mán,
2171,仆,pū / pú,仆人,pú rén,女仆,nǚ pú,
2172,缠,chán,纠缠,jiū chán,缠身,chán shēn,
2173,狭,xiá,狭小,xiá xiǎo,狭义,xiá yì,
2174,汰,tài,淘汰,táo tài,淘汰赛,táo tài sài,
2175,豫,yù,犹豫,yóu yù,,,
2176,囊,náng / nāng,胶囊,jiāo náng,囊括,náng kuò,
2177,嘲,cháo / zhāo,嘲笑,cháo xiào,嘲讽,cháo fěng,
2178,饲,sì,饲养,sì yǎng,饲料,sì liào,
2179,颠,diān,颠覆,diān fù,颠倒,diān dǎo,
2180,苍,cāng,苍白,cāng bái,苍老,cāng lǎo,
2181,戚,qī,亲戚,qīn qī,外戚,wài qī,
2182,渗,shèn,渗透,shèn tòu,渗入,shèn rù,
2183,伞,sǎn,雨伞,yú sǎn,跳伞,tiào sǎn,
2184,砖,zhuān,砖头,zhuān tóu,金砖,jīn zhuān,
2185,蔬,shū,蔬菜,shū cài,蔬果,shū guǒ,
2186,旬,xún,中旬,zhōng xún,下旬,xià xún,
2187,卜,bǔ,萝卜,luó bo,胡萝卜,hú luó bo,
2188,弊,bì,作弊,zuò bì,舞弊,wǔ bì,
2189,讶,yà,惊讶,jīng yà,讶异,yà yì,
2190,瑰,guī,瑰宝,guī bǎo,瑰丽,guī lì,
2191,肝,gān,肝脏,gān zàng,肝炎,gān yán,
2192,瘦,shòu,瘦身,shòu shēn,瘦肉精,shòu ròu jīng,
2193,膨,péng,膨胀,péng zhàng,膨大,péng dà,
2194,犬,quǎn,警犬,jǐng quǎn,猎犬,liè quǎn,
2195,葛,gé / gě,纠葛,jiū gé,瓜葛,guā gé,
2196,桂,guì,桂花,guì huā,桂冠,guì guān,
2197,挪,nuó,挪威,nuó wēi,挪用,nuó yòng,
2198,谍,dié,间谍,jiàn dié,谍报,dié bào,
2199,颈,jǐng / gěng,瓶颈,píng jǐng,颈部,jǐng bù,
2200,酱,jiàng,酱油,jiàng yóu,果酱,guǒ jiàng,
2201,巩,gǒng,巩固,gǒng gù,巩膜,gǒng mó,
2202,骤,zhòu,步骤,bù zhòu,骤然,zhòu rán,
2203,腔,qiāng,口腔,kǒu qiāng,腔调,qiāng diào,
2204,瞎,xiā,瞎子,xiā zi,瞎说,xiā shuō,
2205,栋,dòng,一栋,yī dòng,这栋,zhè dòng,
2206,抄,chāo,抄袭,chāo xí,抄家,chāo jiā,
2207,巾,jīn,毛巾,máo jīn,头巾,tóu jīn,
2208,袜,wà,丝袜,sī wà,袜子,wà zi,
2209,僚,liáo,官僚,guān liáo,幕僚,mù liáo,
2210,掠,lüè,掠夺,lüè duó,掠过,lüè guò,
2211,炭,tàn,煤炭,méi tàn,木炭,mù tàn,
2212,薇,wēi,紫薇,zǐ wēi,,,
2213,遂,suì / suí,未遂,wèi suì,顺遂,shùn suì,
2214,玫,méi,玫瑰,méi guī,玫瑰花,méi guī huā,
2215,勋,xūn,勋章,xūn zhāng,功勋,gōng xūn,
